#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
the_legendary_dynasty_warrior;The Legendary [From.OriginalOwner.GetOnlyDynastyName] [From.OriginalOwner.GetWarriorRoleCap] or The Legendary [warrior_relative.GetOnlyDynastyName] [warrior_relative.GetWarriorRoleCap] (4);;;;;;;;;;;;;;x
the_saintly_relative;The Virtues of [saintly_relative.GetFirstName] (4);;;;;;;;;;;;;;x
a_story_about_my_aunt;A Story About My Aunt (3);;;;;;;;;;;;;;x
the_secret_history_of_culture;The Secret History of the [From.OriginalOwner.Culture] (4);;;;;;;;;;;;;;x
crown_hre;Reichskrone (5);;;;;;;;;;;;;;x
crown_byzantine;Imperial Diadem (5);;;;;;;;;;;;;;x
crown_pahlavi;Karen Crown (5);;;;;;;;;;;;;;x
crown_crusader_king;Sacred War Crown (3);;;;;;;;;;;;;;x
crown_winged_helmet;Winged Helmet (2);;;;;;;;;;;;;;x
crown_wrapped_helmet;Shrouded Helmet (2);;;;;;;;;;;;;;x
crown_african_mask_1;Spirit-Mask of Bravery (3);;;;;;;;;;;;;;x
crown_african_mask_2;Spirit-Mask of Terror (3);;;;;;;;;;;;;;x
crown_african_mask_3;Spirit-Mask of Determination (2);;;;;;;;;;;;;;x
crown_african_mask_4;Spirit-Mask of Ruthlessness (2);;;;;;;;;;;;;;x
crown_african_mask_5;Spirit-Mask of Trickery (2);;;;;;;;;;;;;;x
crown_african_mask_6;Spirit-Mask of Anger (1);;;;;;;;;;;;;;x
crown_african_mask_7;Spirit-Mask of Staunchness (1);;;;;;;;;;;;;;x
crown_african_mask_8;Spirit-Mask of Flight (1);;;;;;;;;;;;;;x
scepter_african_1;Carved Totem (2);;;;;;;;;;;;;;x
scepter_african_2;Ivory Idol (2);;;;;;;;;;;;;;x
scepter_african_3;Rainstick (1);;;;;;;;;;;;;;x
saintly_finger;Finger of [found_saint.GetTitledName] (1);;;;;;;;;;;;;;x
saintly_bone;Bone of [found_saint.GetTitledName] (2);;;;;;;;;;;;;;x
saintly_skull_tier_1;Skull of [found_saint.GetTitledName] (3);;;;;;;;;;;;;;x
saintly_skull_tier_2;Skull of [found_saint.GetTitledName] (4);;;;;;;;;;;;;;x
saintly_tongue;Tongue of [found_saint.GetTitledName] (4);;;;;;;;;;;;;;x
crown_fylkir;Fylkirian Crown (4);;;;;;;;;;;;;;x
crown_tengri_fylkir;Tengrikutan Crown (4);;;;;;;;;;;;;;x
crown_finnish_fylkir;Tietajan Crown (4);;;;;;;;;;;;;;x
crown_west_african_fylkir;Whispering Crown (4);;;;;;;;;;;;;;x
crown_zun_fylkir;Solar Crown (4);;;;;;;;;;;;;;x
crown_slavic_fylkir;Ancient Crown (4);;;;;;;;;;;;;;x
crown_romuva_fylkir;Mystic Crown (4);;;;;;;;;;;;;;x
crown_aztec_fylkir;Tlatoanic Crown (4);;;;;;;;;;;;;;x
scepter_bon_fylkir;Scepter of Tranquility (4);;;;;;;;;;;;;;x
scepter_hellenic_fylkir;Pontifical Scepter (4);;;;;;;;;;;;;;x
sword_great_conqueror;Sword of [great_conqueror.GetFullName] (4);;;;;;;;;;;;;;x
crown_unicorn_helmet;Unicorn Flair (4);;;;;;;;;;;;;;x
random_world_sword;Sword of [GetRandomPlanetName] (4);;;;;;;;;;;;;;x
random_world_armor;Armor of [GetRandomPlanetName] (3);;;;;;;;;;;;;;x
random_world_mythological_heart_1;Heart of a [GetRandomMythologicalCreature] (3);;;;;;;;;;;;;;x
random_world_mythological_blood;Blood of a [GetRandomMythologicalCreature] (3);;;;;;;;;;;;;;x
random_world_mythological_eye;Eye of a [GetRandomMythologicalCreature] (3);;;;;;;;;;;;;;x
random_world_book_of_dev;Book of Daniel (3);;;;;;;;;;;;;;x
antiquity_book_poetry;Lost Poetry Masterpiece (3);;;;;;;;;;;;;;x
antiquity_book_play;Lost Play (3);;;;;;;;;;;;;;x
antiquity_book_medicine;Lost Book of Medicine (3);;;;;;;;;;;;;;x
antiquity_book_philosophy;Lost Philosophy Book (3);;;;;;;;;;;;;;x
antiquity_book_architecture;Lost Architecture Book (3);;;;;;;;;;;;;;x
antiquity_book_history;Book on Ancient History (3);;;;;;;;;;;;;;x
antiquity_book_astronomy;Lost Astronomy Book (3);;;;;;;;;;;;;;x
antiquity_book_fake;Clever Forgery (1);;;;;;;;;;;;;;x
zweihander_sword;Zweihander (2);;;;;;;;;;;;;;x
wonder_artifact_bells;Bells (3);;;;;;;;;;;;;;x
sword_from_heaven;Sword from Heaven (3);;;;;;;;;;;;;;x
