tooltip_PDP_theocracy_crusader;[From.GetSheHeCap] is a crusader;;;;;;;;;;;;;x
tooltip_PDP_theocracy_no_celibacy_vow;[From.GetSheHeCap] hasn't taken a vow of celibacy yet;;;;;;;;;;;;;x
tooltip_PDP_good_fighter;[From.GetSheHeCap] is a good fighter;;;;;;;;;;;;;x
tooltip_PDP_theocracy_high_diplomacy;[From.GetSheHeCap] is convincing;;;;;;;;;;;;;x
tooltip_PDP_theocracy_same_dynasty;[From.GetSheHeCap] is yet another [From.GetOnlyDynastyName];;;;;;;;;;;;;x
tooltip_PDP_theocracy_no_nepotism;I do not tolerate Nepotism;;;;;;;;;;;;;x
tooltip_PDP_theocracy_bought_vote_favour;Ows a favor;;;;;;;;;;;;;x
tooltip_PDP_theocracy_bought_vote;Bribed;;;;;;;;;;;;;x
tooltip_PDP_theocracy_bought_much_vote;The bribe was good;;;;;;;;;;;;;x
PDP_bribe_thankfull;Will be bribed.;;;;;;;;;;;;;x
PDP_no_bribe;Will not be bribed.;;;;;;;;;;;;;x
PDP_bribe_accepted;Will accept my bribe and vote accordingly.;;;;;;;;;;;;;x
PDP_conclave_ask_to_vote_for;Ask for [Root.GetHerHis] vote.;;;;;;;;;;;;;x
PDP_conclave_ask_to_vote_for_desc;Ask [Root.GetFirstName] to vote for my favourite candidate in the next rounds of papal elections in the conclave. [Root.GetSheHe] will hear my suggestion.;;;;;;;;;;;;;x
EVTDESCPDP.255;I will ask [cardinal.GetTitledFirstName] to vote for [voting_target.GetTitledFirstName] as the next Pope in the next rounds of election.;;;;;;;;;;;;;x
EVTOPT_a_PDP.255;I need his vote.;;;;;;;;;;;;;x
EVTDESCPDP.256;[asking_cardinal.GetTitledFirstName] asked me to vote for [voting_target.GetTitledFirstName] in the next rounds of election. What will I answer?;;;;;;;;;;;;;x
EVTOPT_a_PDP.256;He can count on me;;;;;;;;;;;;;x
EVTOPT_b_PDP.256;And what's in for me?;;;;;;;;;;;;;x
EVTOPT_c_PDP.256;[voting_target.GetFirstName]? Never!;;;;;;;;;;;;;x
EVTDESCPDP.257;[cardinal.GetTitledFirstName] told me that, he was already thinking of voting like I suggested.;;;;;;;;;;;;;x
EVTDESCPDP.258;[cardinal.GetTitledFirstName] reacted well to my proposal. He listened seemingly interested and argued, that my suggestion seems reasonable at least. But then he asked me for a good reason for him trust me. "You know, I like you", [cardinal.GetFirstName] said, "but everything in this world has a price - even the Throne of St. Peter." What can I offer?;;;;;;;;;;;;;x
EVTOPT_a_PDP.257;Great.;;;;;;;;;;;;;x
EVTOPT_a_PDP.258;How about some gold?;;;;;;;;;;;;;x
EVTOPT_b_PDP.258;I can only offer wise words.;;;;;;;;;;;;;x
EVTOPT_c_PDP.258;Actually, since I will be pope soon, I don't need all of my lands any more, right?;;;;;;;;;;;;;x
EVTOPT_d_PDP.258;Once I am Pope, I need a trustworthy Dean. How is better suited than you?;;;;;;;;;;;;;x
PDP_promised_power_tooltip;I promise to make [cardinal.GetTitledFirstName] Dean of the College when I become Pope.\nTo make sure I honour my words, I grant him a handwritten and signed confirmation.;;;;;;;;;;;;;x
EVTDESCPDP.266;I have promised to make [cardinal.GetTitledFirstName] Dean of the College when I become Pope.\nNow that I finally sit on the Throne of St. Peter, it's time to deliver on my promise. Since I gave [cardinal.GetFirstName] a written confirmation of the deal, breaking my promise could have negative consequences on my reputation.;;;;;;;;;;;;;x
EVTOPT_a_PDP.266;Of course I will keep my promise!;;;;;;;;;;;;;x
EVTOPT_b_PDP.266;I didn't promise it - I merely said it that I could possibly make him Dean. And, well I won't.;;;;;;;;;;;;;x
EVTOPT_c_PDP.266;He's rotting in a dungeon... Who cares?;;;;;;;;;;;;;x
PDP_promise_power_broken_tt;Break the promise given to [cardinal.GetTitledFirstName].;;;;;;;;;;;;;x
PDP_broken_power_promise;Broken Promise;;;;;;;;;;;;;x
PDP_broken_power_promise_desc;Nobody liked what I did there: I promised a title in exchange for a vote in the conclave and then I didn't even keep my word. This has significantly decreased my reputation.;;;;;;;;;;;;;x
EVTDESCPDP.267;News from [From.GetTitledName]: He has delivered on his promise and made me Dean of the College of Cardinals.;;;;;;;;;;;;;x
EVTOPT_a_PDP.267;Great!;;;;;;;;;;;;;x
EVTDESCPDP.268;News from the crooked [From.GetTitledName]: I asked him to deliver on his promise to make me Dean, but [From.GetFirstName] just laughed at me, saying he wouldn't even consider doing so.;;;;;;;;;;;;;x
EVTOPT_a_PDP.268;That fool!;;;;;;;;;;;;;x
PDP_opinion_rival_cardinal_excommunicated;Excommunicated Enemy;;;;;;;;;;;;;x
EVTDESCPDP.300;I recently excommunicated [From.GetTitledName], thereby removing him from [From.GetHerHis] position as a Cardinal. Apparently, not everyone is happy about this. I received many letters requesting [From.GetHerHis] excommunication to be lifted  and him being reinstalled as Cardinal.;;;;;;;;;;;;;x
EVTOPT_a_PDP.300;My choice is final. ;;;;;;;;;;;;;x
EVTOPT_b_PDP.300;Actually, I think that I made a spelling mistake, when writing the name...;;;;;;;;;;;;;x
EVTOPT_c_PDP.300;I've got good reason to do so...;;;;;;;;;;;;;x
PDP_opinion_vassal_cardinal_excommunicated;Excommunicated Vassal Cardinal;;;;;;;;;;;;;x
PDP_excommunicated_cardinal;Excommunicated A Cardinal;;;;;;;;;;;;;x
PDP_excommunicated_cardinal_desc;This Pope excommunicated a member of the College without a good reason, upsetting clerics and faithful Christians.;;;;;;;;;;;;;x
EVTDESCPDP.259;[cardinal.GetTitledFirstName] informed me that he will not vote for me and instead for a more qualified candidate.;;;;;;;;;;;;;x
EVTOPT_a_PDP.259;That's bad news.;;;;;;;;;;;;;x
EVTDESCPDP.260;I got a valuable bribe from [asking_cardinal.GetTitledName]. He's clearly hoping that I will vote for him now...;;;;;;;;;;;;;x
EVTOPT_a_PDP.260;I will.;;;;;;;;;;;;;x
EVTDESCPDP.270;[coronation_priest_per.GetTitledName] approaches me with the Tiara. "We supplicate you, Almighty God, effect your customary devotion and pour out on this your servant, [ROOT.GetFirstName], the grace of the Holy Spirit that he who is constituted at the head of our church as the servant of the mystery, you would strengthen with the fullness of virtue.", he says while placing it on my head.;;;;;;;;;;;;;x
EVTOPT_a_PDP.270;With Gods at my side I will rule over the city and the world.;;;;;;;;;;;;;x
EVTDESCPDP.220;Maybe a little gift could make sure that [elector.GetTitledName] is more inclined to vote for my candidate in the investiture election...;;;;;;;;;;;;;x
EVTOPT_a_PDP.220;Offer [elector.GetFirstName] money.;;;;;;;;;;;;;x
EVTOPT_b_PDP.220;I have some spare land.;;;;;;;;;;;;;x
EVTDESCPDP.221;[bishop.GetTitledName] offered me a substantial amount of money in exchange for certain favors regarding the choice of [bishop.GetHerHis] successor.;;;;;;;;;;;;;x
EVTOPT_a_PDP.221;A fine deal.;;;;;;;;;;;;;x
EVTOPT_b_PDP.221;I cannot accept.;;;;;;;;;;;;;x
EVTDESCPDP.222;[bishop.GetTitledName] offered me a substantial amount of land in exchange for certain favors regarding the choice of [bishop.GetHerHis] successor.;;;;;;;;;;;;;x
EVTOPT_a_PDP.222;A fine deal.;;;;;;;;;;;;;x
EVTOPT_b_PDP.222;I cannot accept.;;;;;;;;;;;;;x
EVTDESCPDP.223;[elector.GetTitledName] accepted my offer. Now it is up to me to pay [elector.GetHerHim].;;;;;;;;;;;;;x
EVTOPT_a_PDP.223;Of course I will.;;;;;;;;;;;;;x
EVTOPT_b_PDP.223;Actually, it's not worth it.;;;;;;;;;;;;;x
EVTDESCPDP.224;[elector.GetTitledName] told me [elector.GetSheHe] will accept my bribe. Now [elector.GetSheHe] wants me to give [elector.GetHerHim] the land [elector.GetSheHe] deserves.\n(Simply grant one of your landed titles to [elector.GetFirstName], then click the first option);;;;;;;;;;;;;x
EVTOPT_a_PDP.224;Of course I will.;;;;;;;;;;;;;x
EVTOPT_b_PDP.224;Actually, it's not worth it.;;;;;;;;;;;;;x
EVTOPT_c_PDP.224;[elector.GetTitledName] can have this piece of land.;;;;;;;;;;;;;x
EVTDESCPDP.225;Unfortunately, [elector.GetTitledName] told me [elector.GetSheHe] does not want to accept my offer.;;;;;;;;;;;;;x
EVTOPT_a_PDP.225;I will have to find another way.;;;;;;;;;;;;;x
EVTDESCPDP.226;As promised, I received money from [bishop.GetTitledName] in exchange for my vote.;;;;;;;;;;;;;x
EVTDESCPDP.227;As promised, I received land from [bishop.GetTitledName] in exchange for my vote.;;;;;;;;;;;;;x
EVTDESCPDP.130;The conclave has now been going on for a few months, but we haven't elected a Pope yet. I start to realise that this might take a while...;;;;;;;;;;;;;x
EVTDESCPDP.130_locked;Now, we have been locked in the conclave for three months, with most external communications allowed and still we haven't elected a Pope yet. I start to realise that this might take a while and that enduring the conclave will be quite painful. If at least the food were better...;;;;;;;;;;;;;x
EVTOPT_a_PDP.130;Let's hope for the best.;;;;;;;;;;;;;x
EVTDESCPDP.131;I was right: The conclave has now been going on for many months, but we haven't elected a Pope yet.;;;;;;;;;;;;;x
EVTDESCPDP.131_locked;As expected, the conclave makes barely no progress at all: Now, we have been locked in the conclave for more than half a year and still we haven't elected a Pope yet. I noticed that my body became weaker.;;;;;;;;;;;;;x
EVTOPT_a_PDP.131;Let's hope for the best.;;;;;;;;;;;;;x
EVTDESCPDP.132;More than a year has passed, since we came together to elect the next pope, and still we haven't done it. The people grew so frustrated with the deadlock that they eventually locked us in our rooms, giving us only bread and water.;;;;;;;;;;;;;x
EVTDESCPDP.132_locked;More than a year has passed, since we came together to elect the next pope, and still we haven't done it. The people grew so frustrated with the deadlock that they eventually locked us in our rooms, giving us only bread and water.;;;;;;;;;;;;;x
EVTOPT_a_PDP.132;From now on, we should always do it like this.;;;;;;;;;;;;;x
EVTDESCPDP.133_locked;More than a year has passed, since the college of cardinals came together in conclave to elect the next pope, and still they haven't done anything. The people of Rome grew so frustrated with the deadlock that they eventually locked them in their rooms, giving them only bread and water. Some high ranked church members argue that they should keep this practise, to prevent similar deadlocks in the future.;;;;;;;;;;;;;x
EVTOPT_a_PDP.133;Let's hope they elect one eventually.;;;;;;;;;;;;;x
HFP.23003_desc;[From.GetTitledName] has asked me to lift [From.GetHerHis] excommunication. Of course, before I can grant him absolution, [From.GetSheHe] must prove that his request his honest.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_gavelkind;[From.GetSheHeCap] shall split his realm among [From.GetHerHis] children.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_son_to_church;One of [From.GetHerHis] children shall devote his life to God.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_celibacy;A vow of celibacy would be enough to grant divine absolution.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_abdication;If [From.GetSheHe] abdicates [From.GetHerHis] titles, [From.GetHerHis] soul can be saved.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_vassalization;God will only be pleased, if [From.GetTitledFirstName] swears fealthy to My Holyness.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_italian_land;If the Church gets its rightful lands back, God will forgive.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_investiture;If [From.GetTitledFirstName] obeys laws given to our Church, Jesus will forgive.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_independence;The Throne of St. Peter must get its rightful independence first.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_prestige;[From.GetSheHeCap] must publicly admit his sins and promise to do better. I want [From.GetHerHim] on [From.GetHerHis] knees!;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_gold;A small donation to the Holy Church might please God.;;;;;;;;;;;;;x
PDP_lift_excommunication_opt_ai;I'm an AI, I already made my choice.;;;;;;;;;;;;;x
EVTDESCPDPHF.1;Today, I've come to baptise the little [baptizing_child.GetTitledName] as [baptizing_child.GetHerHis] parents asked me to do. [baptizing_child.GetHerHisCap] whole family is attending, watching me and [baptizing_child.GetFirstName].;;;;;;;;;;;;;x
EVTOPT_a_PDPHF.1;In the name of the Father and of the Son and of the Holy Spirit.;;;;;;;;;;;;;x
EVTOPT_b_PDPHF.1;In the name of... - oops!;;;;;;;;;;;;;x
EVTOPT_c_PDPHF.1;In the name of bla... Where's my money?;;;;;;;;;;;;;x
EVTDESCPDPHF.400;Since there are currently empty seats in the College of Cardinals, I asked my advisers to come up with potential candidates. They inspect the records of every catholic bishop, looking for an especially learned man. I am eager to see who they suggest.;;;;;;;;;;;;;x
EVTOPT_a_PDPHF.400;[possible_cardinal.GetTitledName] would be suited.;;;;;;;;;;;;;x
EVTOPT_b_PDPHF.400;[suggesting_cardinal.GetTitledName] suggests I appoint [possible_cardinal_other_relative.GetTitledName].;;;;;;;;;;;;;x
EVTOPT_c_PDPHF.400;I can make my own choice.;;;;;;;;;;;;;x
PDP_suggest_cardinal;Suggest Cardinal.;;;;;;;;;;;;;x
PDP_suggest_cardinal_desc;Let my advisers look for a suited candidate for the vacant seat in the College of Cardinals. It's only a proposal.;;;;;;;;;;;;;x
EVTDESCPDPHF.2;Poor little [baptizing_child.GetTitledName] fell on [baptizing_child.GetHerHis] head and was dead seconds later. [baptizing_child.GetHerHisCap] family blames me for [baptizing_child.GetHerHis] poor fortune...;;;;;;;;;;;;;x
EVTOPT_a_PDPHF.2;[baptizing_child.GetSheHe] is with the Lord now.;;;;;;;;;;;;;x
PDP_tragic_baptism;Tragic baptism;;;;;;;;;;;;;x
PDP_tragic_baptism_desc;Something went horribly wrong at the baptism of that young child. And everybody blames [Root.GetTitledName] for it.;;;;;;;;;;;;;x
EVTDESCPDPHF.20;[coronation_ruler.GetTitledFirstName] kneels before me in the hall of [coronation_ruler.GetHerHis] palace. Despite the countless lords, counts dukes and knights attending, only the very presence of me, the Vicar of Christ himself, gives the ceremony meaning, importance and legitimacy. I bless [coronation_ruler.GetFirstName] and place the crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle].;;;;;;;;;;;;;x
EVTDESCPDPHF.21;I was baffled when [coronation_ruler.GetTitledFirstName] reached for the Imperial Crown in the middle of the ceremony and snatched away the golden circlet from my hands. Amongst the general amazement of the large crowd of noblemen gathered around us, [coronation_ruler.GetTitledFirstName] announced that from [coronation_ruler.GetHerHis] reign forward the Papacy would hold no longer any power over the Imperial throne, as it was the case for all Roman Emperors of old.;;;;;;;;;;;;;x
EVTOPT_a_PDPHF.20;God bless [From.GetHerHim].;;;;;;;;;;;;;x
EVTOPT_a_PDPHF.21;Blasphemy! [From.GetTitledFirstName] will regret this...;;;;;;;;;;;;;x
EVTDESCPDPHF.200;The time has come for my divine right to rule to be acknowledged by the Holy Church. I belive that only you are fit to crown me. I therefore humbly ask you to honor me by crowning me [From.GetTitle] of [From.PrimaryTitle.GetName]. I hope you will fullfill my wish.;;;;;;;;;;;;;x
EVTOPT_a_PDPHF.200;Then grant the Holy See independence first.;;;;;;;;;;;;;x
EVTOPT_c_PDPHF.200;First, you must follow the laws of the Church.;;;;;;;;;;;;;x
EVTOPT_d_PDPHF.200;Prove yourself by fighting the excommunicated.;;;;;;;;;;;;;x
EVTOPT_e_PDPHF.200;There's a man who calls himself Pope. I don't like that.;;;;;;;;;;;;;x
EVTOPT_f_PDPHF.200;You hold lands that belong to the Holy See.;;;;;;;;;;;;;x
EVTOPT_g_PDPHF.200;How about I get to have some fun and you get your crown?;;;;;;;;;;;;;x
EVTOPT_h_PDPHF.200;The Holy Orders always need more land...;;;;;;;;;;;;;x
EVTOPT_b_PDPHF.200;For a little bit of gold, I will do it.;;;;;;;;;;;;;x
EVTOPT_i_PDPHF.200;I've heard you own a valuable relic, right?;;;;;;;;;;;;;x
EVTOPT_k_PDPHF.200;Of course I will crown you!;;;;;;;;;;;;;x
EVTDESCPDPHF.10_POPE;I made good use of [From.GetTitledName]s money: the holy walls of the Vatican have been filled to the brim with wine and whores. Soon after the start of the celebration for my upcoming coronation, the crowd of lechers and drunks invited to the party are already debasing themselves in the most abominable acts imaginable.;;;;;;;;;;;;;x
EVTDESCPDPHF.10;I made good use of [From.GetTitledName]s money: the holy walls of my church have been filled to the brim with wine and whores. Soon after the start of the celebration for my upcoming coronation, the crowd of lechers and drunks invited to the party are already debasing themselves in the most abominable acts imaginable.;;;;;;;;;;;;;x
EVTOPT_a_PDPHF.10;Let's have some fun!;;;;;;;;;;;;;x
EVTDESCPDPHF.11;[Root.GetPapalOrgyIntro] I brush my tongue over [From.GetFirstName]s neck, whispering an incoherent prayer as [From.GetSheHe] beckons me towards the orgy pit...;;;;;;;;;;;;;x
EVTOPT_a_PDPHF.11;It's good to be a Priest!;;;;;;;;;;;;;x
EVTOPTB39250;Indulgence cannot be bought with gold.;;;;;;;;;;;;;x
PDP_RULE_GROUP;Playable Dynastic Theocracy Rules;;;;;;;;;;;;;x
PDP_difficulty_rule;PDP Difficulty.;;;;;;;;;;x
PDP_difficulty_rule_tooltip;PDP Difficulty.;;;;;;;;;;x
PDP_difficulty_normal;Normal;;;;;;;;;;x
PDP_difficulty_normal_desc;Intended difficulty. Your candidate does not receive bonus score in the investiture elections.;;;;;;;;;;x
PDP_difficulty_easy;Easy;;;;;;;;;;x
PDP_difficulty_easy_desc;Slightly easier. You receive a +50 score towards your preferred heir;;;;;;;;;;x
PDP_difficulty_very_easy;Very Easy;;;;;;;;;;x
PDP_difficulty_very_easy_desc;Much easier. You receive a +150 score towards your preferred heir. Keep in mind that this does not guarantee the succession in all circumstances.;;;;;;;;;;x
PDP_difficulty_hard;Hard;;;;;;;;;;x
PDP_difficulty_hard_desc;Slightly harder. You receive a -50 score towards your preferred heir;;;;;;;;;;x
PDP_non_dynastic_play_rule;Non Dynastic Play.;;;;;;;;;;x
PDP_non_dynastic_play_off;Off;;;;;;;;;;x
PDP_non_dynastic_play_off_desc;Intended mode. You will have to make sure that your dynasty stays in power somewhere.;;;;;;;;;;x
PDP_non_dynastic_play_on;On;;;;;;;;;;x
PDP_non_dynastic_play_on_desc;NOT INTENDED! You will play as whoever inherits your title. You will also play the Holy See during Conclave.;;;;;;;;;;x
PDP_play_as_rule;'Play As' Decision;;;;;;;;;;;;;x
PDP_play_as_on;On;;;;;;;;;;;;;x
PDP_play_as_on_desc;Enables a decision you can use to switch character. Useful to play as a Holy Order.;;;;;;;;;;;;;x
PDP_play_as_off_desc;Disables a decision you can use to switch character. Useful to play as a Holy Order.;;;;;;;;;;;;;x
PDP_play_as;Play As [Root.GetHerHimCap];;;;;;;;;;;;;x
PDP_play_as_desc;Play as [Root.GetFirstName]. Disable this interaction via gamerule. If you already started a game, you can disable it by editing the uncompressed savegame.;;;;;;;;;;;;;x
PDP_spawn_family_on;On;;;;;;;;;;;;;x
PDP_spawn_family_on_desc;There is a decision to spawn dynasty members, if you have none.;;;;;;;;;;;;;x
PDP_spawn_family_off;Off;;;;;;;;;;;;;x
PDP_play_as_off;Off;;;;;;;;;;;;;x
PDP_spawn_family_off_desc;There is no decision to spawn dynasty members. This will make it much harder to survive.;;;;;;;;;;;;;x
PDP_spawn_family;Spawn Family;;;;;;;;;;;;;x
PDP_create_dynasty_members;Spawn Family;;;;;;;;;;;;;x
PDP_create_dynasty_members_desc;You finally unite with your long lost family.;;;;;;;;;;;;;x
title_PDP_papal_palatinus;Palatinus of the Catholic Church;;;;;;;;;;;;;x
title_PDP_papal_palatinus_desc;In the Middle Ages, the judices palatini (papal palace judges) were the highest administrative officers of the pope's household; with the growth of the temporal power of the popes they acquired great importance. ;;;;;;;;;;;;;x
EVTOPTA39250;[From.GetHerHisCap] request will be granted.;;;;;;;;;;;;;x
PDP_accept_indulgence;[From.GetTitledName] will soon send us some gold.;;;;;;;;;;;;;x
PDP_not_accept_indulgence;We will not accept [From.GetHerHis] request.;;;;;;;;;;;;;x
EVTDESCPDP.200;His Holyness [From.GetTitledName] has denied my request for indulgence.;;;;;;;;;;;;;x
EVTOPT_a_PDP.200;My poor soul...;;;;;;;;;;;;;x
PDP_opinion_paid_curia_service;Paid Services to Church;;;;;;;;;;;;;x
PDP_opinion_not_paid_curia_service;Did not pay me;;;;;;;;;;;;;x
EVTDESCPDP.310;The papal treasury is full. In my opinion, this is mostly due to my diligent work as cardinal dean. Therefore it would only be fair to ask for a bonus payment, right?;;;;;;;;;;;;;x
EVTOPT_a_PDP.310;His Holiness has better uses for the gold.;;;;;;;;;;;;;x
EVTOPT_b_PDP.310;I will ask for a small payment.;;;;;;;;;;;;;x
EVTOPT_c_PDP.310;I deserve more.;;;;;;;;;;;;;x
EVTDESCPDP.311;[cardinal_dean.GetTitledFirstName] approached me. He mentioned the good state of the papal treasury and how his diligent work helped the Church. I think he wants a little extra payment;;;;;;;;;;;;;x
EVTOPT_a_PDP.311;I will pay him.;;;;;;;;;;;;;x
EVTOPT_b_PDP.311;His wage should be enough.;;;;;;;;;;;;;x
EVTOPT_c_PDP.311;Convince him that I don't owe him anything.;;;;;;;;;;;;;x
EVTDESCPDP.312;[cardinal_dean.GetTitledFirstName] approached me and pointed out, that the Church currently sits on a large amount of money. Without his work, explains [cardinal_dean.GetFirstName], this would not be the case. Therefore he should be rewarded for his services.;;;;;;;;;;;;;x
EVTOPT_a_PDP.312;I will pay him.;;;;;;;;;;;;;x
EVTOPT_b_PDP.312;His wage should be enough.;;;;;;;;;;;;;x
EVTDESCPDP.313;His Holiness accepted my demands.;;;;;;;;;;;;;x
EVTOPT_a_PDP.313;Great.;;;;;;;;;;;;;x
EVTDESCPDP.314;His Holiness rejected my demands.;;;;;;;;;;;;;x
EVTOPT_a_PDP.313;But why?.;;;;;;;;;;;;;x
EVTDESCPDP.320;The papal treasury is full. In my opinion, this is mostly due to my diligent work in service of the Church. Therefore it would only be fair to ask for a bonus payment, right?;;;;;;;;;;;;;x
EVTOPT_a_PDP.320;His Holiness has better uses for the gold.;;;;;;;;;;;;;x
EVTOPT_b_PDP.320;I will ask for a small payment.;;;;;;;;;;;;;x
EVTOPT_c_PDP.320;I deserve more.;;;;;;;;;;;;;x
EVTDESCPDP.321;[cardinal.GetTitledFirstName] approached me. He mentioned the good state of the papal treasury and how his diligent work helped the Church. I think he wants a little extra payment;;;;;;;;;;;;;x
EVTOPT_a_PDP.321;I will pay him.;;;;;;;;;;;;;x
EVTOPT_b_PDP.321;His wage should be enough.;;;;;;;;;;;;;x
EVTOPT_c_PDP.321;Convince him that I don't owe him anything.;;;;;;;;;;;;;x
EVTDESCPDP.322;[cardinal.GetTitledFirstName] approached me and pointed out, that the Church currently sits on a large amount of money. Without his work, explains [cardinal_dean.GetFirstName], this would not be the case. Therefore he should be rewarded for his services.;;;;;;;;;;;;;x
EVTOPT_a_PDP.322;I will pay him.;;;;;;;;;;;;;x
EVTOPT_b_PDP.322;His wage should be enough.;;;;;;;;;;;;;x
EVTDESCPDP.323;His Holiness accepted my demands.;;;;;;;;;;;;;x
EVTOPT_a_PDP.323;Great.;;;;;;;;;;;;;x
EVTDESCPDP.324;His Holiness rejected my demands.;;;;;;;;;;;;;x
EVTOPT_a_PDP.323;But why?.;;;;;;;;;;;;;x
PDP_request_papal_investiture;Request Papal Investiture.;;;;;;;;;;;;;x
PDP_request_papal_investiture_desc;Only the Pope should have the power to appoint Bishops. The Church can't tolerate that secular rulers proclaim the right of investiture for themselves.;;;;;;;;;;;;;x
PDP_already_asked_investiture;Did not asked this character to change laws yet.;;;;;;;;;;;;;x
PDP_decide_indulgence_policy;Indulgence Policy;;;;;;;;;;;;;x
PDP_decide_indulgence_policy_desc;As I am Pope, many rulers might request indulgence for their sins from me. I must decide if I want to answer all these requests personally.;;;;;;;;;;;;;x
EVTDESCPDP.201;As His Holyness, I get many requests for indulgence. Since that involves so much tedious paperwork, I thought I could forward requests of lower ranked nobles to my servants and only deal with the most important ones.;;;;;;;;;;;;;x
EVTOPT_a_PDP.201;No, I shall take care of all of them.;;;;;;;;;;;;;x
EVTOPT_b_PDP.201;Only the requests of those that are Dukes or higher.;;;;;;;;;;;;;x
EVTOPT_c_PDP.201;Only the requests of those that are Kings or higher.;;;;;;;;;;;;;x
EVTOPT_d_PDP.201;I will only deal with the requests of Emperors.;;;;;;;;;;;;;x
EVTDESCPDP.250;I haven't had much sleep the last nights, constantly thinking about my recent suggestion to make [bishop.GetTitledFirstName] cardinal: Although I, shepherd of all Christians and in virtue of my apostolic authority, should be preserved from the possibility of error by God's guidance, the cardinals disagreed with me. How can God let this happen?;;;;;;;;;;;;;x
EVTOPT_a_PDP.250;Does this mean that God doesn't guide me?;;;;;;;;;;;;;x
EVTOPT_b_PDP.250;Maybe I didn't notice his guidance?;;;;;;;;;;;;;x
EVTOPT_c_PDP.250;The Lord only guides St. Peters Throne. I shall not leave the chair.;;;;;;;;;;;;;x
playable_bishopric_succession;Elective Investiture;;;;;;;;;;;;;x
demand_to_join_court;Demand to join court;;;;;;;;;;;;;x
demand_to_join_court_desc;Allows you to invite your friends and dynasty members to your court.;;;;;;;;;;;;;x
PDP_enable_all_theocracies;Make AI Theocracies Playable;;;;;;;;;;;;;x
PDP_enable_all_theocracies_desc;DEBUG DECISION:\nTurns all AI-Theocracies into playable Theocracies.\nUseful if you want to switch character using the console command 'play' or change the character you play in load save screen (in this case you must use this decision before you save your game)\nAs a result of this decision, all AI-Theocracies will lose their church outfits and won't behave like normal theocracies for a short amount of time. Once they look like clergymen again, they aren't playable any more.;;;;;;;;;;;;;x
PDP_papal_bloodline;Blood of the Holy Father [Root.GetFirstName];;;;;;;;;;;;;x
PDP_papal_bloodline_desc;[Root.GetTitledName] is quite famous - unfortunately, for having children despite being the Pope and so much for his pious deeds. He has truly been a Holy Father.;;;;;;;;;;;;;x
PDP_depose_antipope;Depose Antipope;;;;;;;;;;;;;x
PDP_depose_pope;Depose Pope;;;;;;;;;;;;;x
PDP_depose_pope_desc;Depose the unlawful Pope and claim the Papacy. (This is the intended way for an antipope to become pope, using the "Claim" CB is bugged) Be warned though: It's likely that your enemies will join the Pope in his fight against you.;;;;;;;;;;;;;x
PDP_depose_antipope_desc;Depose the antipope and force the unpious ruler to abdicate.;;;;;;;;;;;;;x
faction_PDP_depose_antipope;Depose Antipope;;;;;;;;;;;;;x
faction_PDP_depose_antipope_short;Depose Antipope;;;;;;;;;;;;;x
faction_PDP_depose_antipope_desc;Depose the Antipope.;;;;;;;;;;;;;x
faction_PDP_depose_antipope_title;Depose Antipope.;;;;;;;;;;;;;x
EVTDESC_PDPAnti.3;My liege [antipope_top_liege.GetTitledName] has proclaimed [antipope.GetTitledName] to be the one and only Pope, clearly neglecting the authority of the Pope in Rome. A bold move, as it can be expected that not everyone shares his opinions. [pope.GetTitledName] has already proclaimed that God will reward anyone who brings down "this heretic". Who am I loyal to?;;;;;;;;;;;;;x
EVTOPT_a_PDPAnti.3;My loyalty lies with Rome. I fight for God.;;;;;;;;;;;;;x
EVTOPT_b_PDPAnti.3;I only owe loyalty to [antipope_top_liege.GetTitledFirstName].;;;;;;;;;;;;;x
EVTDESC_PDPAnti.4;Scandalous news from [top_liege_title.GetName]: [antipope_top_liege.GetTitledFirstName] has proclaimed [antipope.GetTitledName] to be the one and only Pope, clearly neglecting the authority of the Pope in Rome. A bold move, as it can be expected that not everyone shares his opinions. [pope.GetTitledName] has already proclaimed that God will reward anyone who brings down "this heretic" and a few fellow Christians have accepted his call. What do I do?;;;;;;;;;;;;;x
EVTOPT_a_PDPAnti.4;My loyalty lies with Rome. I fight for God.;;;;;;;;;;;;;x
EVTOPT_b_PDPAnti.4;Not my business.;;;;;;;;;;;;;x
EVTDESC_PDPAnti.200;After a long war, the world has finally acknowledged my rightful and divine claim to the papacy. Now that I rule in Rome, everyone claims to have always, secretly supported my cause. These fools. ;;;;;;;;;;;;;x
EVTOPT_a_PDPAnti.200;But it's great to be Pope.;;;;;;;;;;;;;x
EVTDESC_PDPAnti.210;An Antipope has declared war upon the Pope in Rome, claiming to be the only true Pope. With whom will I stand? ;;;;;;;;;;;;;x
